retrieval_gt,qid,query,generation_gt
[['cc1054c4-ae99-4998-bd55-a7fdc886f5f6']],1832ca37-0abc-4954-aedb-9f5475fb843c,보험가입금액 등 보장내용이 간편심사보험보다 축소되지 않도록 운영하는 상품은 무엇인가?,['일반심사보험.']
[['d170349e-73b3-4427-b4f0-226c8cdbb6f1']],dda3a017-500d-435e-8fb3-b976f8c6799f,중증 갑상선암 이외의 나머지 갑상선암을 뭐라고 부르는가?,['갑상선암.']
[['148e6e92-0b08-4a7b-a584-959198e6163d']],c1012c47-f9fb-4660-a74b-66633f63f482,신한라이프에서 제공하는 1~5종 수술분류표는 몇 번인가요?,['1563.']
[['48717e15-d127-4191-a37b-612f1e9ad7e3']],cb9d82d8-f009-44df-82d9-94fe04d78251,"신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)의 특징은 무엇인가?","['신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)은 보험료 납입기간 중도해약 시에는 해약환급금이 지급되지 않는 특징을 가지고 있습니다.']"
[['1056d40f-85f0-47e6-8ba2-f86e07be92ce']],3e0dfec5-8284-41be-9ad1-c26dd310704c,본인일부부담금 산정특례 뇌혈관질환의 상병을 확인할 수 있는 표의 번호는 몇 번인가요?,['표 87.']
[['0b7d00c1-9f1a-45e9-a315-8aad3892e3dd']],e4e8673b-2004-4997-b05c-fae2b9a70d1a,암 진단확정 시 특약보험가입금액의 10%가 지급되는 특약보험은 무엇인가?,['항암방사선 치료급여금.']
[['370c3364-daef-4445-9063-2a194b790102']],ac7995e0-0ac4-4a49-bbaa-756116219db0,신한간편가입큐브종합건강보장보험 무배당 상품의 자격요건은 무엇인가요?,"['해당 상품의 자격요건은 18세 이상 만 65세 이하이며, 신한증권에서 보험 취급을 신청한 자에게 해당합니다.']"
[['c9d62db1-57fc-4834-9b17-1408cd552ce2']],3e9465a3-d28e-4c09-a394-a564af14d11a,"삼성생명의 질병장해특약 상품인 ""간편[3~100%장해형]질병장해특약(무배당, 해약환급금 미지급형)"" 의 상품번호는 무엇인가?",['2212152200000003113']
[['6400c536-e25e-4b4f-997b-d3f035d6a8ee']],533dcd9c-7e2c-4d50-a7b6-f01341888c5a,"암직접치료상급종합병원통원특약(무배당, 갱신형)의 보험료를 납부하는 방법은 무엇인가?","['암직접치료상급종합병원통원특약(무배당, 갱신형)의 보험료는 월납방법이 적용됩니다.']"
[['5db70c2e-9a63-4e89-90ee-9df4c5592209']],fdeb9e3c-3ff5-419f-88ac-efefd0a0c91b,"항암양성자방사선치료특약(무배당, 갱신형) 상품의 특약명칭은 무엇인가?",['항암양성자방사선치료특약.']
[['406375dd-524e-4cd5-9de7-764b85558428']],658d0d03-d022-48a8-b4cc-dccf6f512533,"(간편)암수술특약(무배당, 갱신형)의 상품번호는 무엇인가?",['805.']
[['6da081e9-3b97-4b7a-82f2-b761d3c7e28e']],8df1830f-def0-4e42-826c-d4f63d69b724,"뇌혈관질환진단특약Plus50(무배당, 해약환급금 미지급형)의 보험종목의 명칭은 무엇인가?","['신한 LIFE 776, 778, 780, 782, 784, 786, 788.']"
[['dec506e6-a9db-40bf-8419-ed75e97cba73']],b0ca4a9c-1a79-40f2-bf58-db7a502c219e,보험금이 계약일부터 1년 미만에 재해 이외의 원인으로 지급되는 경우에는 어떻게 처리되는가?,['재해 이외의 원인으로 보험금이 계약일부터 1년 미만에 지급되는 경우에는 최초계약의 계약일부터 삭감하여 지급됩니다.']
[['eafaa7af-459a-4e20-a8f9-691d7d6aa0a7']],0f63ced2-e190-431c-b4d5-9b608006addb,"상품명이 '첫날부터입원특약(무배당, 갱신형)'인 보험상품의 첫날부터 입원 시 보장되는 입원급여금은 얼마인가요?","['가입금액 100만원 기준으로 1만원씩 입원급여금이 지급되며, 1회 입원당 최대 180일까지 보장됩니다.']"
[['ac7722bb-0526-4e6d-a20e-803fa8f4ccbc']],045f4f21-a309-419c-a19f-899f473abcfd,"해약환급금의 비율을 계산할 때, 어떤 값을 버리고 소수점 3번째 자리까지 계산해야 하는가?",['납입보험료 누계액을 버림하고 소수점 3번째 자리까지 계산해야 합니다.']
[['3af85382-db0e-4877-b9eb-fab26058eb36']],50799ccf-fa25-4333-95e2-e64b688736fa,"신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)의 상품코드는 무엇인가?",['221215220000000304.']
[['721fb9cb-99d0-413d-bd42-7712101dd416']],5a9d613c-5a55-46e7-8f74-bb9c1fd383ee,가입자가 계약 전에 알릴 의무를 어떤 내용으로 가지고 있나요?,"['직업, 운전, 현재와 과거의 건강상태, 신체장해 등의 사항을 피보험자가 사실대로 작성해야만 보험금 지급이 보장됩니다.']"
[['36318fa3-52d5-4c47-bcdd-c93b1615f8b9']],00a30595-470f-4743-b067-f4a164ba28df,"(간편)암주요치료특약(무배당, 갱신형) 853의 보험회사는 어디인가요?",['SHINHAN LIFE 854.']
[['6a6868dc-96c8-4e78-8240-118d7285db7b']],7737d7a5-f041-4537-8c2e-a0d12ed4e7e3,어떤 암 질병이 주요치료급여금으로 지급되는 대상에 포함되는가?,"['암, 대장점막내암 및 비대장점막내암, 침습방광암이 주요치료급여금으로 지급됩니다.']"
[['1685e8da-6a14-4440-81c8-6e5495aece05']],42c9610a-d204-44d1-b030-d8df27bdc148,연체이율은 어떻게 결정되는가?,['결시점 평균공시이율 범위 내에서 각 상품별로 회사가 정하는 이율로 결정된다.']
[['0505c8c7-c073-4842-8caf-ca585477c534']],425715da-d03f-40f6-87af-52c2db3bb30c,건강진단을 대신할 수 있는 자료는 무엇인가요?,['개인의 실시한 건강진단 결과 또는 직장에서 실시한 건강상태 관련 자료로 대신할 수 있습니다.']
[['08828b64-d946-433b-afe9-3c3c79fac5ff']],3b2a2595-7e90-4c0b-a0fd-2235bf41d3b6,최근 5년 이내에 입원한 적이 있습니까?,['아니오.']
[['8b995ba9-1326-4d52-bb47-85095b180672']],97bd504a-c7b4-4f1a-ba6d-8ddecd4a0250,"(간편)카티(CAR-T)항암약물허가치료특약(무배당, 갱신형)의 보험종목의 명칭은 무엇인가?","['간편 카티 항암약물허가치료특약(무배당, 갱신형).']"
[['d437893e-1e4e-4d10-831b-9e78f45f7b35']],35b4bf35-3372-4a11-b8d2-3d17491bae15,보험료 산출시 적용한 위험률이란 무엇을 예측한 것인가요?,['보험료 산출시 적용한 위험률은 일정한 보험사고가 발생할 확률을 예측한 것을 말합니다.']
[['1457fa1d-c217-4203-a439-9589c2973a26']],eda4ab9f-c59a-4bea-bd3c-c6fbf695dcf9,보험의 해약환급금은 어떻게 산출되며 납입한 보험료보다 적은 이유는 무엇인가?,['해약환급금은 보험료가 산출기준에 따라 산정된 예상보험료에 기초하여 산출되므로 납입한 보험료보다 적을 수 있습니다.']
[['0119411e-85af-42a4-a76f-21a2179971b7']],c90b31b6-5250-4f79-b5e7-481739ee24bf,보험금 지급사유가 발생하고 계속 입원 중에 2년 이상이 될 경우에는 어떻게 처리되나요?,['해당 보험금은 최초계약의 계약일부터 2년 미만에 재해 이외의 원인으로 발생한 날부터 삭감됩니다.']
[['cef00df9-c21f-476c-a80c-e138eddb074b']],00511166-0ac0-486a-83e1-9d43315f5558,간편 뇌졸중진단특약 무배당 해약환급금 미지급형의 특약보험가입금액이 발생한 경우 지급되는 금액은 어떻게 되는가?,['특약보험가입금액의 50%를 지급함.']
[['645d38bb-fceb-4679-bbb1-39ec03c09fee']],c7e71fe2-0e71-408f-b8eb-726f23f807c2,사람굿사랑연금보험의 특약중 사망보험이 있을 경우 어떤 금액을 계약자에게 지급하나요?,['사망당시의 계약자적립액을 계약자에게 지급합니다.']
[['00ca5079-bb71-4081-a349-1f9189bcbebc']],a1151ea2-3650-4564-a90e-4af1eec172af,"""30일한도형"" 보험상품의 특약은 무엇인가요?","['첫날부터 입원특약(무배당, 해약환급금 미지급형).']"
[['96890e33-3cc0-43ae-b421-69f607a39bf6']],204180e0-f7a0-4ac0-959b-135ce0a94c1d,"암치료를 받기 위해 상급종합병원에 통원하였을 때, 특약보험기간 중 피보험자가 보장개시일 이후에 어떤 암 진단이 되어야 보험금을 받을 수 있는가?","['암, 기타피부암, 갑상선암, 대장점막내암 또는 비침습방광암으로 진단확정되어야 한다.']"
[['6aba3e88-5fb5-4790-b116-22651b37abb4']],8fb32536-d623-40ad-ba05-a044291ef9db,기본 보장내용 중에서 50% 장해 납입 면제형의 특약명은 무엇인가?,['보험료 납입 면제 특약.']
[['aa9fb0e4-cb90-433f-b043-bf1f4f385cf0']],fdcc5f3a-79e3-4af1-8261-66d9f86e8a28,"이 특약의 ""암""에 해당하는 질병 중 제외되는 것은 무엇인가?","['""기타피부암, 갑상선암, 대장점막내암 및 비침습방광암""이 제외됩니다.']"
[['e3c63bf8-5b11-4dee-abb0-f24ae218c35b']],646ba34a-ef4a-4a28-a1de-e6072c4e71d7,보험료납입면제대상계약을 가입하려면 몇 년의 보험기간을 선택해야 하는가?,"['보험기간이 10년 또는 20년인 간편 보험료납입면제특약(무배당, 갱신형)을 가입하여야 함.']"
[['4cc5947d-05e3-41ce-a4bd-d2f3e3342d48']],1364c433-10b2-4213-af2e-19d634cf31e4,"""질병 및 재해분류표""에서 정하는 질병 또는 재해란 무엇을 말하는 것인가?","['""질병 및 재해분류표""에서 정하는 질병 또는 재해는 상기 질병 또는 재해를 말합니다.']"
[['2d68c285-2ef7-4acf-8474-5a63c3cc5b9d']],72d41f8c-580b-43f6-8acb-e57902c8a890,SHINHAN LIFE 708의 뇌졸중진단특약은 무엇인가?,"['(간편)뇌졸중진단특약(무배당, 갱신형) 709.']"
[['4f037378-914d-4277-9b7e-b5b7760e034c']],90fd1867-9201-4bef-846c-7b2be37cd9b3,"뇌혈관질환진단특약Plus50(무배당, 해약환급금 미지급형)의 특약 종류는 무엇인가요?",['간편(간편)뇌혈관질환진단특약입니다.']
[['732e8556-0342-439c-9de4-87a21458194e']],119c494d-adff-45e0-959d-29968219b189,"간편일반암생활비보장특약(무배당, 갱신형)의 보험상품 종목은 무엇인가?","['간편 일반암생활비보장특약(무배당, 갱신형).']"
[['b2975af6-e26b-4d9a-80a5-04f7915b266b']],54c202c5-4627-4969-9520-4ff5d53fa19a,신한간편가입큐브종합건강보장보험에서 제공되는 3대질병수술보장특약은 어떠한 형태로 제공되는가?,"['(간편)3대질병수술보장특약은 무배당이며, 해약환급금이 미지급형으로 제공됩니다.']"
[['48e898f0-ce2c-46cd-be03-152a041141e9']],9b51bbfc-339f-4be7-8c90-a4a7510f6afc,암 주요치료비 본인부담금 총액은 어떤 경우에 해당하는 금액을 말하는 것인가요?,['종합병원에서 암 주요치료를 받은 날이 동일한 연간 내에 있는 경우 해당 치료로 인하여 발생한 본인부담금을 합산한 금액을 말합니다.']
[['1d92da5a-0437-40f8-951c-e40d938d78ad']],18405cd5-5309-434e-b181-2529f8909601,신한생명 1100 상품은 어떠한 특약을 포함하고 있는가?,"['(간편)중증질환자[뇌혈관질환]산정특례대상보장특약(무배당, 갱신형).']"
[['9aa1c1b7-35be-4d4c-9b59-6f0bb73197d4']],bb958bcf-f609-4659-9089-ca8672c349e9,특약보험기간 중에 특약보험의 피보험자가 사망하거나 보험금 지급사유가 발생하는 경우에는 어떠한 경우에 특약은 효력이 없어지는가?,"['특약보험기간 중에 주계약이 해지, 무효, 취소 또는 철회된 경우에 특약은 그때부터 효력이 없습니다.']"
[['585cab59-9a0b-48a6-944f-c950b3ac8625']],22cbc8dc-a36b-49ed-8a23-dfbb26c07b89,"특약보험기간 중 피보험자가 사망한 경우, 특약은 언제부터 효력이 없어지나요?",['그때부터 효력이 없습니다.']
[['3f365c83-5b9a-4f35-acc1-391d53e2dc6c']],559465c1-90ee-4fda-baa4-c1884a17d63c,어떤 보험상품이 가능한 경우에 가입할 수 있는가?,"['(간편)일반암진단특약Plus(무배당, 해약환급금 미지급형), (간편)[기본]일반암진단특약(무배당, 갱신형 또는 (간편) 간편간편 일반암진단특약 무배당또는갱신형)간편 기본 일반암진단특약 무배당해약환급금미지급형가.']"
[['7f9c2774-b5e6-4467-b3d6-0eeebdfcda9e']],f7023e21-7899-4e5f-a75d-43d208e476e3,"신한간편가입큐브종합건강보장보험(무배당, 해약환급금)의 특약 중 한해미만 계약해당일의 특약보험기간 중 피보험자가 사망했을 경우에 대한 내용은 무엇인가?","['특약은 그때부터 효력이 없지만, 회사가 적립한 사망당시의 계약자적립액을 계약자에게 지급합니다.']"
[['f5899623-22b1-4da6-8873-e24b1ccaa588']],7e56496b-3fe1-4533-8fe7-baf36f16b525,"뇌혈관질환진단특약(무배당, 갱신형)의 보험종목의 명칭은 무엇인가?","['기본, 신한생명 뇌혈관질환진단특약(무배당).']"
[['bf369ab1-1097-438d-90d2-d7e7fe648dab']],e9f55a21-fdcc-4dda-8b89-77019106bb26,암생활비보장급여금의 경우에 해당 월의 말일을 어떻게 지급해야 하는가?,"['해당 월의 말일을 ""암생활비보장급여금 지급해당일""로 지급해야 합니다.']"
[['036fe055-88a1-4e9f-98d9-20e879fd3f49']],bfab4773-8be8-487e-9391-ca35f8ce3a11,신한라이프 358 상품의 특약 종류는 무엇인가요?,['뇌혈관질환진단특약입니다.']
[['ff9676cf-dda2-45c3-973a-3a41b2ebc995']],490c058c-73f1-401d-8877-b396e206022e,5종 수술급여금이 지급되는 경우는 언제인가요?,['피보험자가 직접적인 치료를 목적으로 1~5종 수술을 받았을 때 분류표에서 정하는 경우에 지급됩니다.']
[['6ac8f339-12a0-4a56-9c6e-ecefc18b7576']],0ba9960f-1548-4e24-b62c-86dbca05cffa,계약일부터 10년이 되는 시점의 계약해당일의 전날까지 보험금 청구 가능한 보험기간은 어떻게 되는가?,['계약해당일의 전날까지.']
[['d9d9c248-e169-46e1-aca1-58bdb8f0194b']],8b7b247a-50ed-4b70-b60d-f03e88e2a27a,보험설계사나 보험회사가 보험계약자나 피보험자에게 고지할 기회를 주지 않거나 사실대로 고지하는 것을 방해할 경우 어떤 조치를 취해야 하는가?,['그런 경우에는 보험계약을 해지하거나 보장을 제한할 수 없습니다.']
[['700a789a-1c45-43d1-911a-c562f57a5dbc']],e6351889-ab37-4892-8792-a2539c48a339,보험료 납입기간이 보험료 납입기간별로 다를 수 있는 경우가 있는지 확인할 수 있는가?,"['네, 주계약의 납입기간은 보험료 내에서 또는 보험료 납입기간별로 다를 수 있습니다.']"
[['97ea380b-814f-4de4-bddc-478f20b366b7']],6b6d3c6c-f958-4f9d-a241-0498936153a7,보험료납입면제특약을 가입하는 경우 납입기간은 어떻게 되어야 하는가?,"['보험료납입면제특약(무배당, 해약환급금 미지급형)을 가입하는 경우 납입기간은 주계약의 보험료 납입기간 이내로 가입 가능하며, 주계약의 보험료 납입기간과 동일하여야 합니다.']"
[['6cf66ef8-7681-4041-b72a-eb2c3616ea4f']],317ed68e-e10f-41cd-a379-abbb60176642,신한간편가입큐브종합건강보장보험의 보험종목은 무엇인가?,['신한큐브종합건강보장보험(무배당).']
[['cc3a4204-9a96-4b4d-afbe-f0a2bce95b69']],957b0cd8-42bf-4cb4-9e17-014175951b13,특약보험기간 중 피보험자의 사망으로 이 특약이 소멸하는 경우에는 무엇을 지급하지 않는가?,['계약자적립액 등을 지급하지 않습니다.']
[['d428fcc3-0b8b-490c-bd6d-867fcd17890a']],41a30f81-9f6d-4480-a53b-cfd968d5a44e,사망시 지급되는 금액이 없는 특약을 주계약에 부가할 수 있는 경우는 무엇인가요?,"['피보험자가 보험기간 중 사망한 경우 ""사망률""에 따라 계약자적립액이 지급되지 않는 대신 해당 특약을 부가할 때입니다.']"
[['62571b7d-ed6e-4c5a-a769-b7f45e71b7e5']],c6e2ea01-09f5-4f6b-a635-cea7b00c84b3,특약을 선택할 때 가입할 수 있는 옵션은 무엇인가?,"['""가"", ""나"", ""다""에서 각 1개 이상의 특약을 의무적으로 선택하여야 함.']"
[['c9197498-cb50-4aa7-8555-2b6cefce274c']],17b0d39e-cd6b-42ff-a095-c5887ecaf564,"계약자가 사망했을 때, 이 특약의 피보험자가 사망한 경우에는 어떤 내용이 적용되는가?",['회사가 적립한 사망당시의 계약자적립액을 계약자에게 지급합니다.']
[['88635121-5e3f-45cb-86f5-5378ccc8035b']],b36c96d9-8065-4248-acfd-78b6d4f14d78,간편 첫날부터중환자실입원특약 무배당의 가입금액 기준은 어떻게 되는가?,['100만원.']
[['9f66e421-c13a-4f1f-978a-25bfd76ca36e']],f939e8b0-6b78-4ccb-a628-97db1fc11c8f,어떤 경우에 특약보험기간 중 피보험자의 사망으로 해당 특약이 소멸하는가?,['특약보험기간 중 피보험자의 사망으로 해당 특약이 소멸하는 경우에는 계약자적립액 등을 지급하지 않습니다.']
[['79e974ec-293e-4900-b2c3-d25ad421788c']],80f2fd34-6bbf-49e0-804a-8ca390f0f716,1종 보장계약 보장계약의 특약보험기간 중 피보험자가 사망한 경우에는 어떻게 지급이 이루어지나요?,['회사가 적립한 사망당시의 계약자적립액을 계약자에게 지급합니다.']
[['09cc504a-018c-4038-be4b-42bf8df6db58']],451dadac-e055-411b-a4fe-81b9493ec0e1,표적항암약물허가치료급여금은 어떤 경우에 보장되는가?,"['식품의약품안전처에서 허가된 ""효능효과"" 범위 내 사용 시에 보장되며, 암질환심의위 경우에 외효능효과도 보장됩니다.']"
